Obtain and review documentation of procedures for technology change control/management and documentation of major technology changes which affected the security of ePHI. Obtain and review documentation of plans related to risk management or mitigation efforts in response to evaluations conducted due to a major technology change which affected the security of ePHI. Evaluate and determine if the identified risks associated with noncompliant security measures are addressed in a plan related to risk management or mitigation efforts."

9,Business Associate Contracts and Other Arrangements,Required,164.308(b)(1),Business Associate Contracts and Other Arrangements,Business associate contracts and other arrangements. A covered entity  in accordance with § 164.306  may permit a business associate to create  receive  maintain  or transmit electronic protected health information on the covered entity s behalf only if the covered entity obtains satisfactory assurances  in accordance with § 164.314(a) that the business associate will appropriately safeguard the information.,"Does the entity have policies and procedures in place to obtain satisfactory assurances from its business associates (or business associate subcontractors if the entity is a business associate) and to review the satisfactory assurances to ensure the applicable requirements at § 164.314(a) are included in the business associate contract or other arrangement?

Obtain and review documentation identifying all business associates. Obtain and review the business associate agreements and/or contracts. Using sampling methodology  evaluate and determine whether business associate agreements/contracts exist and that security requirements are in place to address the confidentiality  integrity  and availability of ePHI.

[This inquiry is for BAs only]
Based upon the selection methodologies from the above paragraph  determine whether the business associate contract identifies if it utilizes any subcontractors. If so  review the business associate agreement to examine if (i) Omnibus provisions are required and (ii) all subcontractors who create  receive  maintain  or transmit electronic protected health information on a business associate’s behalf maintain business associate agreements equal to or greater than the business associate agreement with the original covered entity.
[This inquiry is for BAs only]"

9,Business Associate Contracts and Other Arrangements,Required,164.308(b)(3),Written Contract,Written contract or other arrangement (Required). Document the satisfactory assurances required by paragraph (b)(1) of this section through a written contract or other arrangement with the business associate that meets the applicable requirements of § 164.314(a).,"Does the entity have policies and procedures in place to obtain satisfactory assurances from its business associates (or business associate subcontractors if entity is a business associate) and to review the satisfactory assurances to ensure the applicable requirements at § 164.314(a) is included in the written contract or other arrangement?

Obtain and review documentation of all business associates. Obtain and review the written agreements or other arrangements (i.e.  a Memorandum of Understanding if the covered entity and business associate are government agencies). Using sampling methodology  evaluate and determine whether a written contract or other arrangement exist and that security requirements are in place to address the confidentiality  integrity  and availability of ePHI. (NOTE: Business associate contracts should have been updated in 2013)

[This inquiry is for BAs only]
Based upon the selection methodologies from the above paragraph  evaluate and determine whether the written contract or other arrangement identifies if there are any subcontractors. If so  review the written contract or other arrangement to examine if (i) Omnibus provisions are required and (ii) all subcontractors who create  receive  maintain  or transmit electronic protected health information on a business associate’s behalf maintain business associate agreements equal or greater than the business associate agreement with the original covered entity.
[This inquiry is for BAs only]"

10,Facility Access Controls,Required,164.310(a)(1),Facility Access Controls,Implement policies and procedures to limit physical access to its electronic information systems and the facility or facilities in which they are housed  while ensuring that properly authorized access is allowed.,"Does the entity have policies and procedures in place regarding access to and use of facilities and equipment that house ePHI?

Does the entity limit physical access to its electronic information systems and the facility or facilities in which they are housed  while ensuring properly authorized access is allowed?

Obtain and review policies and procedures regarding facility access control. Evaluate the content in relation to the relevant specified performance criteria regarding physical access to electronic information systems and use of facilities and equipment that house ePHI.

Evaluate and determine if policies and procedures identify the countermeasures implemented to control physical access and to detect  deter  and/or prevent unauthorized access and unlimited access to electronic information systems and facilities where systems are housed.

Elements to review may include but are not limited to:
• Workforce members’ roles and responsibilities in facility access control procedures
• Management involvement in the facility s access controls procedures
• The process of how authorization credentials for facility access are issued
• The process of removing workforce members’ authorization credentials for physical access when such access it is no longer required
• Identification of how visitors’ access is monitored
• Methods for controlling and managing physical access devices
• Facilities and areas that have physical access control implemented to safeguard ePHI

Obtain and review documentation of workforce members with authorized physical access to electronic information systems and the facility or facilities in which they are housed. Evaluate and determine if authorized workforce members are listed in areas where electronic information system resides; listed authorized members have been approved by appropriate management; list of authorized workforce members are reviewed on a continuous basis; and removed when access is no longer required.

Obtain and review documentation of procedures for granting individuals access to entity facility or facilities where electronic information systems are housed. Evaluate and determine if physical access authorization is enforced at entry/exit points of the facility; individual access authorization is verified before granted access to facility; and physical access audit logs of entry/exit points are maintained and reviewed on continuous basis.

Obtain and review documentation of visitor physical access to electronic information systems and the facility or facilities where it is housed. Evaluate and determine if visitors are supervised in locations where electronic information resides and if activities are documented and monitored."

10,Facility Access Controls,Addressable,163.310(a)(2)(i),Contingency Operations,Establish (and implement as needed) procedures that allow facility access in support of restoration of lost data under the disaster recovery plan and emergency mode operations plan in the event of an emergency.,"Does the entity have policies and procedures in place that allow facility access for the restoration of lost data under the Disaster Recovery Plan and Emergency Mode Operations Plan in the event of an emergency?

Does the entity allow facility access for the restoration of lost data under the Disaster Recover Plan and Emergency Mode Operation Plan in the event of an emergency?

Obtain and review contingency operations procedures. Evaluate the content in relation to the specified performance criteria that allow facility access for the restoration of lost data under the Disaster Recovery Plan and Emergency Mode Operations Plan in the event of all types of potential disasters.

Elements to review may include but are not limited to:
• Identification of who will need access to ePHI in the event of a disaster
• Backup up plan for access to the facility and/or ePHI
• Workforce member roles and responsibilities from implementing the contingency plan for accessing ePHI in each department  unit  etc.
• Procedures for accessing restored data at the alternate processing  storage  and work site
• Procedures for the testing contingency operations

Obtain and review documentation demonstrating contingency operation procedures currently implemented. Evaluate and determine if processes are in accordance with related policies and procedures.

Obtain and review documentation demonstrating that contingency operation procedures are tested. Evaluate and determine if testing is conducted on a periodic basis and testing results are documented  including a plan of corrective actions  if necessary.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

11,Facility Security Plan,Addressable,164.310(a)(2)(ii),Facility Security Plan,Implement policies and procedures to safeguard the facility and the equipment therein from unauthorized physical access  tampering  and theft.,"Does the entity have policies and procedures in place to safeguard the facility and equipment therein from unauthorized physical access  tampering  and theft?

Does the entity safeguard the facility and equipment therein from unauthorized physical access  tampering  and theft?

Obtain and review policies and procedures related to the facility security plan. Evaluate the content in relation to the specified performance criteria for safeguarding the facility and equipment therein from unauthorized physical access  tampering  and theft.

Elements to review may include but are not limited to:
• Identification of the physical security measures in place to provide physical security protection for facilities and equipment
• Workforce members  roles and responsibilities regarding the facility security plan
• Inventory of the entity’s facilities that house equipment that create  maintain  receive  and transmit ePHI

Obtain and review documentation demonstrating that facility security plan procedures are implemented to safeguard the facility and the equipment therein from unauthorized physical access  tampering  and theft. Evaluate and determine if implementation of the facility security plan is being followed appropriately and is in accordance with related policies and procedures.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

11,Facility Security Plan,Addressable,163.310(a)(2)(iii),Access Control and Validation Procedures,Implement procedures to control and validate a person s access to facilities based on their role or function  including visitor control  and control of access to software programs for testing and revision.,"Does the entity have policies and procedures in place for controlling a person’s access to facilities based on their role or function including visitor control and control of access to software programs for testing and revision?

Does the entity control a person s access to facilities based on their role or function including visitor control and control of access to software programs for testing and revision?

Obtain and review procedures related to access control and validation. Evaluate the content in relation to the specified performance criteria for controlling a person’s facility access including workforce members  contractors  visitors and probationary employees.

Elements to review may include but are not limited to:
• Methods for controlling and validating an employee’s access to the facility
• Workforce members  roles and responsibilities in the access control and validation process
• Frequency of reviewing lists of individuals with physical access to sensitive facilities
• Methods to control visitor’s physical access to facilities

Obtain and review documentation demonstrating the control of visitor’s physical access to facilities. Evaluate and determine if physical controls identify visitors attempting to access facility  prevent unauthorized visitors  and grant access to authorized visitors.

Obtain and review documentation demonstrating control of access to software program for modification and revision. Evaluate and determine if authorized individuals  roles  or job functions are identified and validated before gaining access to software program and is in accordance with applicable procedures.

Obtain and review documentation demonstrating facility and software access control and validation procedures are implemented.

Evaluate and determine if safeguards implemented overall controls access to facility physical environment  by validating individuals roles or function before granting physical access to facility or software programs; deter and prevent unauthorized access to the facility or software in accordance with applicable policies and procedures.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

11,Facility Security Plan,Addressable,163.310(a)(2)(iv),Maintenance Records,Implement policies and procedures to document repairs and modifications to the physical components of a facility which are related to security (for example  hardware  walls  doors  and locks).,"Does the entity have policies and procedures in place to document repairs and modifications to the physical components of a facility which are related to security?

Does the entity document repairs and modifications to the physical components of a facility which are related to security?

Obtain and review such policies and procedures related to maintaining maintenance records. Evaluate the content in relation to the specified performance criteria for documenting repairs and modifications to the physical components of a facility related to security.

Elements to review but are not limited to:
• Workforce members’ roles and responsibilities in repairs and modification to the physical components
• Record keeping process of repairs and modification to the physical components
• Specification of when repairs or modification of physical security components are required
• Authorization process of repairs or modification of physical security components

Obtain and review documentation demonstrating records of repairs and modifications to physical security components. Evaluate and determine if records of repairs and modifications are being tracked and reviewed on periodic basis by authorized personnel.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

12,Workstation Use,Required,164.310(b),Workstation Use,Implement policies and procedures that specify the proper functions to be performed  the manner in which those functions are to be performed  and the physical attributes of the surroundings of a specific workstation or class of workstation that can access electronic protected health information.,"Does the entity have policies and procedures in place that specifies the proper functions to be performed and the physical attributes of the surroundings of a specific workstation or class of workstation that can access ePHI?

Does the entity specify the proper functions to be performed and the physical attributes of the surroundings of a specific workstation or class of workstation that can access ePHI?

Obtain and review such policies and procedures related to workstation use. Evaluate the content in relation to the specified performance criteria for the proper functions to be performed by electronic computing devices.

Elements to review may include but are not limited to:
• Process to identify workstations by type and location
• Specify the physical attributes of the surroundings of a specific workstation or class of workstation that can access ePHI (e.g. to prevent or preclude unauthorized access to an unattended workstation  limit the ability of unauthorized persons to view sensitive information as needed)
• Procedures related to the proper use and performance of workstations
• Workforce members roles and responsibilities in the workstation use process

Obtain and review an inventory of the locations and types of workstations. Evaluate and determine if an inventory exists of workstation; when the inventory was last updated; and whether there is a documented process for updating the inventory. If available  review the inventory to see if it includes the types of ePHI data elements contained on the systems included in the inventory.

Obtain documentation demonstrating workstation classification. Evaluate and determine if each workstation is classified based on the specific workstation’s capabilities  connection  and allowable activities.

Obtain and review documentation demonstrating workstation use policies and procedures implemented. Evaluate if such implementation is in accordance with related policies and procedures."

13,Workstation Security,Required,164.310(c),Workstation Security,Implement physical safeguards for all workstations that access electronic protected health information  to restrict access to authorized users.,"Does the entity have policies and procedures that document how workstations are physically restricted to limit access to only authorized personnel?

Does the entity workstations that access electronic protected health information restricted to authorized users?

Obtain and review policies and procedures related to workstation security. Evaluate the content in relation to the specified criteria for security measures and guidance on how to implement and maintain physical security and how physical access to workstations that access ePHI is restricted to appropriate personnel.

Obtain and review documentation demonstrating workstation security policies and procedures being implemented. Evaluate and determine if implementation is appropriate and is in accordance with related policies and procedures."

14,Device and Media Controls,Required,164.310(d)(1),Device and Media Controls,Implement policies and procedures that govern the receipt and removal of hardware and electronic media that contain electronic protected health information into and out of a facility  and the movement of these items within the facility.,"Does the entity have policies and procedures in place that govern the receipt and removal of hardware and electronic media that contain ePHI  into and out of a facility  and the movement of these items within the facility?

Does the entity govern the receipt and removal of hardware and electronic media that contain ePHI  into and out of a facility  and the movement of these items within facility?

Obtain and review the policies and procedures related to device and media controls. Evaluate the content in relation to the specified performance criteria for the proper handling of electronic media that contain ePHI.

Elements to review may include but are not limited to:
• How are the types of hardware and electronic media that must be tracked (both entity owned and personally owned) are identified
• The process of tracking all types of hardware and electronic media that contain ePHI
• Workforce members’ roles and responsibilities in the device and media control process
• Authorization process for the receipt and removal of hardware and electronic media that store ePHI
• How the release of hardware  software  and ePHI data out of entity control is managed and documented

Obtain and review documentation demonstrating the movement of hardware and electronic media containing ePHI into  out of and within the facility. Evaluate and determine if movement of hardware and electronic media is being properly tracked  documented  and approved by appropriate personnel.

Obtain documentation demonstrating the type of security controls implemented for the facility in  out  and within movements of workforce members’ assigned hardware and electronic media that contain ePHI. Evaluate and determine if security controls are appropriate  properly implemented  and minimize possible vulnerabilities."

14,Device and Media Controls,Required,164.310(d)(2)(i),Disposal,Implement policies and procedures to address the final disposition of electronic protected health information  and/or the hardware or electronic media on which it is stored.,"Does the entity have policies and procedures that address the disposal ePHI data  hardware or electronic media on which it is stored?

Does the entity address the disposal ePHI data  hardware or electronic media on which it is stored?

Obtain and review policies and procedures related to disposal of any electronic media that stores ePHI. Evaluate the content in relation to the specified performance criteria for the disposal of hardware  software  and ePHI.

Elements to review may include but are not limited to:
• How the disposal of ePHI and or the hardware or electronic media that stores ePHI is managed and documented
• Identification of how the sanitization process of information system media is managed and documented
• Workforce members’ roles and responsibilities in the device and media disposal process
• Identification of how the disposition of previous stored ePHI and/or the hardware or electronic media is verified
• Identify the types of devices and media that store ePHI

Obtain and review documentation demonstrating how the disposal of hardware  software  and ePHI data is completed  managed  and documented. Evaluate and determine if process is being followed appropriately and is in accordance with related policies and procedures.

Obtain and review documentation demonstrating how the sanitization of electronic media is completed  managed  and documented. Evaluate and determine if process is being followed appropriately and is in accordance with related policies and procedures."

14,Device and Media Controls,Required,164.310(d)(2)(ii),Media Reuse,Implement procedures for removal of electronic protected health information from electronic media before the media are made available for re-use.,"Does the entity have policies and procedures established to remove ePHI before reusing electronic media and who is responsible for the overseeing those processes?

Does the entity remove ePHI before reusing electronic media and who is responsible for the overseeing those processes?

Obtain and review procedures related to media re-usage. Evaluate the content in relation to the specified performance criteria for removing ePHI from electronic media before they are issued for reuse.

Elements to review may include but are not limited to:
• Workforce members’ roles and responsibilities in the media re-use process
• How the removal of ePHI from electronic media is verified
• How ePHI will be removed from electronic media before external and internal re-use

Obtain documentation demonstrating media re-use procedures being implemented and how ePHI has been removed from electronic media. Evaluate and determine if the process used for the reuse of electronic media is appropriate; that ePHI is properly removed from electronic media prior to reuse; that ePHI that is removed is unusable  inaccessible  and indecipherable; and that removal of ePHI from electronic media has been verified prior to reuse of electronic media."

14,Device and Media Controls,Addressable,164.310(d)(2)(iii),Accountability,Maintain a record of the movements of hardware and electronic media and any person responsible therefore.,"Does the entity have policies and procedures to record the movements of hardware and electronic media and any person responsible therefore?

Does the entity record the movements of hardware and electronic media and any person responsible therefore?

Obtain and review policies and procedures related to device and media accountability. Evaluate the content relative to the specified performance criteria regarding tracking the location of electronic media and hardware (including entity-owned and personally-owned electronic/mobile devices and media containing  or with access to  ePHI) and maintaining records of movements of  and individual(s) responsible for  hardware and electronic media that has access or contains ePHI.

Elements to review may include but are not limited to:
• Workforce members’ roles and responsibilities in the device and media accountability process
• How records of movements of electronic media and hardware are maintained
• The processing of reviewing and certifying movements of hardware and electronic media records
• Identify the types of hardware and electronic media that will be tracked in the device and media accountability process

Obtain and review documentation demonstrating a record of movements of hardware and electronic media and person responsible therefore. Evaluate and determine if media and hardware (including entity-owned and personally owned electronic/mobile devices and media) are tracked  recorded  and certified by appropriate personnel.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

14,Device and Media Controls,Addressable,164.310(d)(2)(iv),Data Backup and Storage,Create a retrievable  exact copy of electronic protected health information  when needed  before movement of equipment.,"Does the entity have policies and procedures in place to create a retrievable  exact copy of ePHI when needed  before movement of equipment?

Does the entity create retrievable  exact copy of ePHI when needed  before movement of equipment?

Obtain and review policies and procedures related to data backup and storage procedures. Evaluate the content relative to the specified performance criteria to determine whether policies and procedures cover creating a retrievable exact copy of electronic protected health information  when needed  before movement of equipment.

Elements to review may include but are not limited to:
• Identify when ePHI data backups will be conducted
• The type of data that will be backed up
• How data will be backed up  including the use of encryption and encryption key management  if applicable
• Backup data mechanism/solution
• How backup data is secured
• Identification of how and where backup ePHI data is physically stored and secured
• Workforce members’ roles and responsibilities in the data backup and storage process
• How frequently data backups are reviewed or assessed for verification of media reliability and data integrity

Obtain and review documentation demonstrating how ePHI data is backed up for equipment being moved to another location. Evaluate and determine if ePHI data backup process is appropriate and is in accordance with the entity s data backup plan and/or procedures.

Obtain and review documentation demonstrating how ePHI data backups for moved equipment are stored. Evaluate and determine if the backup data is stored in a location with minimum vulnerabilities and appropriate safeguards and that the confidentiality  integrity  and availability of the ePHI data is protected from security threats.

Obtain and review documentation demonstrating the restoration of ePHI data backups for moved equipment. Evaluate and determine if the procedure is in accordance with backup plans and/or procedures; if failures of data backups and restorations are properly documented; and if necessary  what corrective actions have been taken.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

15,Access Control,Required,164.312(a)(1),Access Control,Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in § 164.308(a)(4).,"Has the entity implemented technical policies and procedure for the electronic information systems that maintain ePHI to allow access only to authorized users?

Does the entity only allow access to those persons or software programs that have been granted access rights as specified in § 164.308(a)(4) to electronic information systems that maintain electronic protected health information?

Obtain and review policies and procedures related to access control. Evaluate the content relative to the specified performance criteria to determine if ePHI is only accessible to authorized persons or software programs.

Elements to review may include but are not limited to:
• Identification of the capabilities of electronic information system access controls (i.e.  read-only  modify  full access)
• Identification of the type of access controls implemented for the electronic information systems
• Identification of how system and generic IDs/accounts are implemented  managed and controlled by technical access controls
• Workforce members’ roles and responsibilities regarding the capabilities to add  modify  or delete user access
• The frequency of review and verification of user access to electronic information systems that maintain ePHI
• The frequency of review and verification of software program access to electronic information systems that maintain ePHI
• How is removed upon termination or modified upon change of position

Obtain and review documentation demonstrating the implementation of access controls for electronic information systems that maintain ePHI. Evaluate and determine if the electronic information systems have the capacity to enable access controls; if access controls can be enabled  are the enabled access controls configured in accordance with the access control policies and procedures; and how are the electronic information systems  technical access capabilities defined (i.e.  read-only  modify  full-access).

Obtain and review documentation demonstrating a list of new workforce members from the electronic information system who was granted access to ePHI. Obtain and review documentation demonstrating the access levels granted to new workforce members. Evaluate and determine whether workforce members  access was approved; review the new workforce members’ technical access granted and compare it to approved user access to determine that technical access is approved and granted in accordance with the access authorization requirements.

Obtain and review documentation of a list of users with privileged access. Evaluate and determine whether the privileged access is appropriate based on the access control policies.

Obtain and review a list of default  generic/shared  and service accounts from the electronic information systems with access to ePHI. Obtain and review documentation demonstrating the access levels granted to default  generic/shared  and service accounts. Evaluate and determine if the default  generic/shared  and service accounts are in use and that access has been approved and granted in accordance with the access authorization requirements.

Obtain and review documentation demonstrating that periodic reviews of procedures related to access controls have been conducted. Evaluate and determine whether reviews have been performed of user access levels and evaluate the content in relation to the specified performance criteria.

Obtain and review documentation demonstrating a list of terminations and job transfers. Obtain documentation demonstrating the removal or modification of user access levels. Evaluate and determine whether user access level removal or modification was approved and performed in accordance with the related policies and procedures."

15,Access Control,Required,164.312(a)(2)(i),Unique User Identification,Unique user identification (Required). Assign a unique name and/or number for identifying and tracking user identity.,"Does the entity have polices and procedures regarding the assignment of unique user IDs to track user identity?

Does the entity assign unique user IDs to track user identity?

Obtain and review policies and procedures regarding the assignment of unique user IDs. Evaluate the content of the policies and procedures in relation to the specified performance criteria to determine how user IDs are to be established and assigned.

Obtain and review documentation demonstrating the assignment  creation  and use of unique user IDs in electronic information systems for user. Evaluate and determine if users are assigned a unique ID in accordance with the entity s policies and procedures for attributing new user IDs."

15,Access Control,Required,164.312(a)(2)(ii),Emergency Access Procedure,Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,"Does the entity have polices and procedures in place to provide access to ePHI during an emergency?

Does the entity provide access to ePHI during an emergency?

Obtain and review procedures related to emergency access. Evaluate the content in relation to the specified criteria to determine if an emergency access procedure is in place for obtaining necessary ePHI during an emergency.
Elements to review may include but are not limited to:
• Procedures in place to provide necessary access to ePHI during an emergency
• How access to initiate emergency access to ePHI is limited to appropriate personnel
• How access to ePHI is normalized once an emergency situation has passed
• Workforce members roles and responsibilities in the emergency access procedures

Obtain and review documentation demonstrating a list of workforce members with authority to initiate the emergency access procedures. Evaluate and determine if list of workforce members correlates with workforce members listed in the emergency access procedures. Obtain and review documentation demonstrating technical systems limiting emergency access initiation. Evaluate and determine whether technical systems have the capability to limit emergency access initiation to authorized workforce members only."

15,Access Control,Addressable,164.312(a)(2)(iii),Automatic Logoff,Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,"Does the entity have policies and procedures in place to automatically terminates an electronic session after a predetermined time of inactivity?

Does the entity automatically terminates an electronic session after a predetermined time of inactivity?

Obtain and review policies and procedures regarding automatic logoff. Evaluate the content in relation to the specified criteria to determine whether it specifies that an electronic session is terminated after a predetermined time of inactivity.

Obtain and review documentation (e.g.  screenshots  system settings  etc.) demonstrating the implementation of automatic logoff. Evaluate and determine if automatic logoff settings are implemented in accordance with related policies and procedures.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review documentation of why it was determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate the documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

15,Access Control,Addressable,164.312(a)(2)(iv),Encryption and Decryption,Implement a mechanism to encrypt and decrypt electronic protected health information.,"Does the entity have policies and procedures in place to encrypt and decrypt ePHI including processes regarding the use and management of the confidential process or key used to encrypt and decrypt ePHI?

Does the entity encrypt and decrypt ePHI including processes regarding the use and management of the confidential process or key used to encrypt and decrypt ePHI?

Obtain and review the policies and procedures regarding the encryption and decryption of ePHI. Evaluate the content relative to the specified criteria to determine that the implementation and use of encryption appropriately protects ePHI.

Elements to review may include but are not limited to:
• Type(s) and documentation of encryption technology used for devices and media that contain or have access to ePHI
• How the confidential processes or keys used for encryption and decryption are managed and protected
• How access to modify or create keys is restricted to appropriate personnel

Obtain and review documentation demonstrating ePHI being encrypted and decrypted. Evaluate and determine if ePHI is encrypted and decrypted in accordance with related policies and procedures.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

16,Audit Controls,Required,164.312(b),Audit Controls,Implement hardware  software  and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.,"Does the entity have policies and procedures in place to implement hardware  software and/or procedural mechanisms to record and examine activity in information systems that contain or use ePHI?

Does the entity have hardware  software and/or procedural mechanism to record and examine activity in information systems that contain or use ePHI?

Obtain and review documentation relative to audit controls. Evaluate whether risk-based audit controls have been implemented over all electronic information systems that contain or use ePHI.
Elements to review may include but are not limited to:
• Identification of the risk-based audit controls over all information systems that contain or use ePHI
• How are systems and applications evaluated to determine if auditing controls should be implemented
• Identification of what applications and systems will be audited
• Procedures on how systems will be audited

Obtain and review documentation demonstrating the implementation of hardware  software and/or procedural mechanisms to record and examine activity. Evaluate and determine whether information systems that contain or use ePHI activities are being recorded and examined; activities being recorded and examined appropriately and in accordance with related policies and procedures."

17,Integrity,Required,164.312(c)(1),Integrity,Implement policies and procedures to protect electronic protected health information from improper alteration or destruction.,"Does the entity have policies and procedures in place to protect ePHI from improper alteration or destruction?

Does the entity protect ePHI form improper alteration or destruction?

Obtain and review policies and procedures regarding the implementation of integrity controls to protect ePHI. Evaluate if the implemented integrity controls appropriately protect the entity s ePHI from improper alteration or destruction.

Elements to review may include but are not limited to:
• What processes are in place to protect ePHI from improper alteration or destruction
• How processes protect ePHI from improper alteration or destruction
• How processes detect improper alteration or destruction of ePHI
• What actions are taken if improper alteration or destruction of ePHI is detected

Obtain and review documentation demonstrating processes in place to protect ePHI from improper alteration or destruction. Evaluate and determine whether implementation of process in in accordance with related policies and procedures.

Obtain and review documentation demonstrating processes protecting ePHI from improper alteration or destruction. Evaluate and determine whether ePHI is properly protected from alteration or destruction; processes in place to protect ePHI correlates with safeguards identify in integrity control policies and procedures."

17,Integrity,Addressable,164.312(c)(2),Mechanism to Authenticate Electronic Protected Health Information,Mechanism to authenticate electronic protected health information (Addressable). Implement electronic mechanisms to corroborate that electronic protected health information has not been altered or destroyed in an unauthorized manner.,"Does the entity have policies and procedures in place regarding the implementation of electronic mechanisms to corroborate that ePHI has not been altered or destroyed in an unauthorized manner?

Does the entity have electronic mechanism to corroborate that ePHI has not been altered or destroyed in an unauthorized manner?

Obtain and review policies and procedures for authenticating ePHI. Evaluate the content relative to the specified criteria to determine that electronic mechanisms are in place to authenticate ePHI.

Elements to review include but are not limited to:
• How to detect if ePHI has not been altered or destroyed
• How to detect if ePHI has been altered or destroyed in an unauthorized manner.

Obtain and review documentation demonstrating that electronic mechanisms are implemented to authenticate ePHI. Evaluate the implemented mechanisms to determine that the implemented mechanisms would appropriately corroborate that ePHI has not been altered or destroyed in an unauthorized manner.

Has the entity chosen to implement an alternative measure?
If yes  obtain and review entity documentation of why it has determined that the implementation specification is not a reasonable and appropriate safeguard and what equivalent alternative measure has been implemented instead.
Evaluate documentation and assess whether the alternative measure implemented is equivalent to the protections afforded by the implementation specification."

18,Person or Entity Authentication,Required,164.312(d),Person or Entity Authentication,Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,"Does the entity have policies and procedures in place to verify that a person or entity seeking access to ePHI is the one claimed?
Does the entity verify that a person or entity seeking access to ePHI is the one claimed?

Obtain and review policies and procedures regarding person or entity authentication. Evaluate if systems and applications requiring authentication have been identified and whether authentication procedures have been implemented for the systems and applications that require authentication.
Elements to review may include but are not limited to:
• The authentication procedures for all systems and applications that access ePHI.
• Procedures to evaluate information systems and application authentication methods.
• The authentication process for verifying identity of a real person or an automated process or entity.

Obtain and review documentation demonstrating the implementation of authentication procedures for persons or entities seeking access to ePHI. Evaluate and determine whether the implemented authentication procedures are sufficient to verify that the persons or entity seeking access to ePHI is the one claimed."

19,Transmission Security,Required,164.312(e)(1),Transmission Security,Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,"Does the entity have policies and procedures in place to implement technical security controls to guard against unauthorized access to ePHI transmitted over electronic communications networks?

Does the entity have security controls to guard against unauthorized access to ePHI transmitted over electronic communications networks?

Obtain and review policies and procedures related to transmission security controls. Evaluate content relative to the specified criteria to determine that the technical security controls implemented guards against unauthorized access to ePHI transmitted over electronic communication networks.

Elements to review may include but are not limited to:
• Identify the various methods  devices  and networks used to electronically transmit ePHI
• The procedures to evaluate and select appropriate technical controls to secure ePHI transmitted across all of its devices and networks
• Identify the technical security controls implemented to guard against unauthorized access to ePHI transmitted over electronic communication networks

Obtain and review documentation demonstrating the implementation of technical security measures to protect electronic transmissions of ePHI. Evaluate the content in relation to the specified criteria to determine that the implemented technical security measures are sufficient to guard against unauthorized access to the electronically transmitted ePHI."

19,Transmission Security,Addressable,164.312(e)(2)(i),Integrity Controls,Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,"Does the entity have policies and procedures in place to implement security measures to ensure that electronically transmitted ePHI cannot be improperly modified without detection until disposed of.

Obtain and review policies and procedures related to transmission security measures. Evaluate content relative to the specified criteria to determine that the security measures are implemented to ensure that electronically transmitted ePHI cannot be improperly modified without detection.

Elements to review may include but are not limited to:
